text,aspek,sentiment,hotel,lokasi,kamar,pelayanan,makanan,harga
ada tambahan_biaya,harga,negative,0,0,0,0,0,-1
harga tidak_terjangkau tidak_termasuk sarapan,harga,negative,0,0,0,0,0,-1
air_mineral bayar,harga,negative,0,0,0,0,0,-1
perlengkapan_mandi bayar,harga,negative,0,0,0,0,0,-1
harga naik,harga,negative,0,0,0,0,0,-1
tidak_bisa bayar debit,harga,negative,0,0,0,0,0,-1
air_kemasan bayar,harga,negative,0,0,0,0,0,-1
air_minum bayar,harga,negative,0,0,0,0,0,-1
harga tidak_termasuk awal bayar,harga,negative,0,0,0,0,0,-1
tidak_ada promo diskon,harga,negative,0,0,0,0,0,-1
harga tidak_termasuk perlengkapan_mandi minum,harga,negative,0,0,0,0,0,-1
toiletries harus bayar tidak_gratis,harga,negative,0,0,0,0,0,-1
early_checkin ada tambahan_biaya,harga,negative,0,0,0,0,0,-1
harga membuat dompet jebol,harga,negative,0,0,0,0,0,-1
air_mineral alat_mandi harus bayar tidak_termasuk harga kamar,harga,negative,0,0,0,0,0,-1
harga tidak_termasuk amenities alat_mandi air_mineral,harga,negative,0,0,0,0,0,-1
extra kasur harga mahal,harga,negative,0,0,0,0,0,-1
tidak_termasuk harga sewa kamar,harga,negative,0,0,0,0,0,-1
layanan makanan tidak_termasuk harga sewa kamar,harga,negative,0,0,0,0,0,-1
harga tidak_cocok traveler menginap,harga,negative,0,0,0,0,0,-1
harga cukup tinggi,harga,negative,0,0,0,0,0,-1
sarapan bayar,harga,negative,0,0,0,0,0,-1
tidak_dapat diskon,harga,negative,0,0,0,0,0,-1
tipe kamar deluxe mahal,harga,negative,0,0,0,0,0,-1
harga tidak_termasuk pajak,harga,negative,0,0,0,0,0,-1
harga tidak_termasuk pajak pelayanan,harga,negative,0,0,0,0,0,-1
harga tidak_reasonable,harga,negative,0,0,0,0,0,-1
butuh deposit kamar,harga,negative,0,0,0,0,0,-1
deposit tinggi,harga,negative,0,0,0,0,0,-1
overprice,harga,negative,0,0,0,0,0,-1
harus bayar parkir tidak_gratis,harga,negative,0,0,0,0,0,-1
harga mahal tidak_sesuai porsi rasa,harga,negative,0,0,0,0,0,-1
early_checkin harus bayar tambahan_biaya,harga,negative,0,0,0,0,0,-1
tarif kamar harusnya murah,harga,negative,0,0,0,0,0,-1
harga bayar langsung lebih_mahal,harga,negative,0,0,0,0,0,-1
tidak_ada tambahan_biaya,harga,negative,0,0,0,0,0,-1
ternyata pelayanan parkir bayar ada tambahan_biaya,harga,negative,0,0,0,0,0,-1
perlu bayar toiletries tidak_gratis,harga,negative,0,0,0,0,0,-1
high_season harga mahal,harga,negative,0,0,0,0,0,-1
lantai kena tinta harus bayar charge denda,harga,negative,0,0,0,0,0,-1
laundry mahal,harga,negative,0,0,0,0,0,-1
sandal harus beli tidak_gratis,harga,negative,0,0,0,0,0,-1
diberi harga tiga_puluh persen early_checkin,harga,negative,0,0,0,0,0,-1
ketahuan merokok denda,harga,negative,0,0,0,0,0,-1
sandal ada tambahan_biaya,harga,negative,0,0,0,0,0,-1
omelet bayar sepuluh ribu,harga,negative,0,0,0,0,0,-1
rugi bayar satu juta,harga,negative,0,0,0,0,0,-1
diminta harga parkir,harga,negative,0,0,0,0,0,-1
bayar segitu bisa dapat lebih_baik,harga,negative,0,0,0,0,0,-1
makanan bawa anak ada tambahan_biaya,harga,negative,0,0,0,0,0,-1
late_checkout ada charge,harga,negative,0,0,0,0,0,-1
tidak_sesuai harga,harga,negative,0,0,0,0,0,-1
tidak_sesuai harga segitu,harga,negative,0,0,0,0,0,-1
tidak_nyaman harga segitu,harga,negative,0,0,0,0,0,-1
harga tidak_ramah_dompet mahal,harga,negative,0,0,0,0,0,-1
ada makanan luar lebih_murah dibanding harga resto,harga,negative,0,0,0,0,0,-1
rugi uang,harga,negative,0,0,0,0,0,-1
parkir bayar mahal,harga,negative,0,0,0,0,0,-1
checkin tidak_bisa bayar cash,harga,negative,0,0,0,0,0,-1
bawa mobil bayar harga jaga,harga,negative,0,0,0,0,0,-1
bayar harga parkir harian,harga,negative,0,0,0,0,0,-1
harga high_season overprice tidak_sesuai kualitas,harga,negative,0,0,0,0,0,-1
sarapan anak disuruh bayar,harga,negative,0,0,0,0,0,-1
tidak_pernah anak ada tambahan_biaya,harga,negative,0,0,0,0,0,-1
masa sarapan prasmanan anak ada tambahan_biaya lima_puluh ribu,harga,negative,0,0,0,0,0,-1
harga tinggi tiga_ratus ribu jam,harga,negative,0,0,0,0,0,-1
checkin diminta uang deposit,harga,negative,0,0,0,0,0,-1
parkir tamu hotel ada tambahan_biaya,harga,negative,0,0,0,0,0,-1
parkir bayar flat empat ribu hari,harga,negative,0,0,0,0,0,-1
harusnya lebih_murah hotel bintang_satu,harga,negative,0,0,0,0,0,-1
pajak makanan mahal,harga,negative,0,0,0,0,0,-1
harga lumayan,harga,negative,0,0,0,0,0,-1
harga tinggi,harga,negative,0,0,0,0,0,-1
harga relatif mahal,harga,negative,0,0,0,0,0,-1
harga makanan tidak_bersahabat,harga,negative,0,0,0,0,0,-1
extra kasur mahal,harga,negative,0,0,0,0,0,-1
harga mahal tidak_termasuk sarapan,harga,negative,0,0,0,0,0,-1
alat_makan disuruh bayar set sepuluh ribu,harga,negative,0,0,0,0,0,-1
menginap hotel manapun tidak_pernah disuruh bayar peminjaman sendok piring,harga,negative,0,0,0,0,0,-1
ac bocor ada tambahan_biaya luar deposit,harga,negative,0,0,0,0,0,-1
kena harga lima ribu sewa handuk,harga,negative,0,0,0,0,0,-1
ada deposit ketika masuk,harga,negative,0,0,0,0,0,-1
merokok charge lima_ratus ribu,harga,negative,0,0,0,0,0,-1
perlengkapan_mandi harus beli,harga,negative,0,0,0,0,0,-1
harga mahal tidak_sebanding diperoleh,harga,negative,0,0,0,0,0,-1
tidak_bisa refund,harga,negative,0,0,0,0,0,-1
deposit lima ratus ribu,harga,negative,0,0,0,0,0,-1
harga makanan mahal selangit,harga,negative,0,0,0,0,0,-1
tidak_sesuai uang rakyat menengah,harga,negative,0,0,0,0,0,-1
harga tidak_wajar,harga,negative,0,0,0,0,0,-1
tidak_wajar harga per malam lima_ratus ribu,harga,negative,0,0,0,0,0,-1
harga rate kamar naik signifikan,harga,negative,0,0,0,0,0,-1
harga makanan tidak_wajar,harga,negative,0,0,0,0,0,-1
tidak_pas sarapan anak ada tambahan_biaya,harga,negative,0,0,0,0,0,-1
tidak_rekomen harga hotel mahal,harga,negative,0,0,0,0,0,-1
hanya sayang harga,harga,negative,0,0,0,0,0,-1
sarapan anak jangan_mahal,harga,negative,0,0,0,0,0,-1
harus bayar deposit,harga,negative,0,0,0,0,0,-1
anak harus bayar tambahan_biaya makanan,harga,negative,0,0,0,0,0,-1
ada tambahan_biaya handuk,harga,negative,0,0,0,0,0,-1
parkir ada charge,harga,negative,0,0,0,0,0,-1
harga tidak_pas dompet,harga,negative,0,0,0,0,0,-1
parkir mobil bayar,harga,negative,0,0,0,0,0,-1
tidak_rekomen harga mahal,harga,negative,0,0,0,0,0,-1
harga segitu kualitas kurang,harga,negative,0,0,0,0,0,-1
harga segitu tidak_sesuai,harga,negative,0,0,0,0,0,-1
soal harga semoga lebih_murah,harga,negative,0,0,0,0,0,-1
sarapan ada tambahan_biaya,harga,negative,0,0,0,0,0,-1
sarapan menu sedikit bayar sembilan_puluh ribu tambahan_biaya tidak_sesuai,harga,negative,0,0,0,0,0,-1
sesi foto kawasan hotel kena tarif tujuh_ratus ribu,harga,negative,0,0,0,0,0,-1
pesan minum harga mahal,harga,negative,0,0,0,0,0,-1
tiga_ratus_lima_puluh ribu mahal dibanding hotel bintang_empat,harga,negative,0,0,0,0,0,-1
harga kamar satu juta tidak_sesuai,harga,negative,0,0,0,0,0,-1
kecewa sarapan anak bayar,harga,negative,0,0,0,0,0,-1
harga cukup tinggi peak_season,harga,negative,0,0,0,0,0,-1
harga tidak_oke,harga,negative,0,0,0,0,0,-1
tidak_rekomen terlalu mahal,harga,negative,0,0,0,0,0,-1
tidak_rekomen apabila tidak_diskon terlalu mahal tidak_sesuai,harga,negative,0,0,0,0,0,-1
tidak_sesuai harga pelayanan didapatkan,harga,negative,0,0,0,0,0,-1
harga makanan resto mahal,harga,negative,0,0,0,0,0,-1
bawa anak enam tahun sarapan makan_malam harus bayar tambahan_biaya,harga,negative,0,0,0,0,0,-1
ribet bayar harus ada jaminan,harga,negative,0,0,0,0,0,-1
sulit urusan uang harus ada jaminan,harga,negative,0,0,0,0,0,-1
laundry harus bayar terpisah merepotkan harusnya checkout dibayarkan semua,harga,negative,0,0,0,0,0,-1
water_heater bikin teh ada tambahan_biaya,harga,negative,0,0,0,0,0,-1
checkin luar jam ada tambahan_biaya,harga,negative,0,0,0,0,0,-1
harga hotel bintang tergolong cukup mahal,harga,negative,0,0,0,0,0,-1
harga tergolong mahal dibanding lain,harga,negative,0,0,0,0,0,-1
harus bayar separuh harga kamar baru bisa masuk kamar,harga,negative,0,0,0,0,0,-1
menginap harga dua juta kamar kecil sempit lagi,harga,negative,0,0,0,0,0,-1
air_minum harus bayar,harga,negative,0,0,0,0,0,-1
harga hotel sama tambahan_biaya mahal tambahan_biaya,harga,negative,0,0,0,0,0,-1
suruh bayar,harga,negative,0,0,0,0,0,-1
tidak_sesuai harga pertimbangan spesifikasi grade bintang,harga,negative,0,0,0,0,0,-1
parah handuk sabun ada tambahan_biaya,harga,negative,0,0,0,0,0,-1
harus sewa harga sepuluh ribu sepaket,harga,negative,0,0,0,0,0,-1
ada tambahan_biaya handuk alat_mandi,harga,negative,0,0,0,0,0,-1
sikat_gigi harus bayar,harga,negative,0,0,0,0,0,-1
handuk perlengkapan lain cangkir bayar lima_puluh ribu,harga,negative,0,0,0,0,0,-1
amenities harus bayar lima_puluh ribu,harga,negative,0,0,0,0,0,-1
harga sewa hanya kamar,harga,negative,0,0,0,0,0,-1
harga tidak_termasuk fasilitas tisu handuk keset,harga,negative,0,0,0,0,0,-1
fasilitas harus tambah harga lima_puluh ribu,harga,negative,0,0,0,0,0,-1
masa handuk sewa,harga,negative,0,0,0,0,0,-1
lebih_baik hotel harga tiga_ratus ribu,harga,negative,0,0,0,0,0,-1
tertulis gratis wifi agoda ternyata hanya kamar,harga,negative,0,0,0,0,0,-1
tidak_sesuai harga ditawarkan kamar bau,harga,negative,0,0,0,0,0,-1
bayar tidak_bisa pakai kartu debit,harga,negative,0,0,0,0,0,-1
kamar kena tarif deluxe ternyata diberi superior,harga,negative,0,0,0,0,0,-1
perlu bayar ekstra,harga,negative,0,0,0,0,0,-1
sarapan anak ada tambahan_biaya lagi lima_puluh ribu anak,harga,negative,0,0,0,0,0,-1
checkout rombongan ada charge akibat merokok balkon depan kamar hotel,harga,negative,0,0,0,0,0,-1
tidak_tanggung charge diberikan,harga,negative,0,0,0,0,0,-1
rate mahal dibanding setingkatnya,harga,negative,0,0,0,0,0,-1
hotel mahal,harga,negative,0,0,0,0,0,-1
masa air_mineral beli,harga,negative,0,0,0,0,0,-1
tidak_cocok harga,harga,negative,0,0,0,0,0,-1
harga tidak_sebanding,harga,negative,0,0,0,0,0,-1
sarapan istri ditagih tambahan_biaya,harga,negative,0,0,0,0,0,-1
air_mineral ada bayar sepuluh ribu,harga,negative,0,0,0,0,0,-1
rate mahal,harga,negative,0,0,0,0,0,-1
banyak hotel harga satu malam lebih_murah,harga,negative,0,0,0,0,0,-1
harga kualitas kamar tempat_tidur tidak_sebanding,harga,negative,0,0,0,0,0,-1
rugi bayar mahal,harga,negative,0,0,0,0,0,-1
amenity kit air_mineral bayar,harga,negative,0,0,0,0,0,-1
tidak_sesuai tarif,harga,negative,0,0,0,0,0,-1
masuk hotel harus bayar parkir,harga,negative,0,0,0,0,0,-1
mahal gila,harga,negative,0,0,0,0,0,-1
parkir harus bayar hotel lain gratis,harga,negative,0,0,0,0,0,-1
harga lebih_mahal hotel bintang_lima sekitarnya,harga,negative,0,0,0,0,0,-1
checkout lewat waktu ada tambahan_biaya seratus ribu,harga,negative,0,0,0,0,0,-1
hotel tidak_ramah_dompet,harga,negative,0,0,0,0,0,-1
hotel mahal zonk,harga,negative,0,0,0,0,0,-1
pesan kamar harga satu juta zonk,harga,negative,0,0,0,0,0,-1
bisa dibayangkan harga kamar tidak_ada diskon,harga,negative,0,0,0,0,0,-1
overprice fasilitas ditawarkan,harga,negative,0,0,0,0,0,-1
tidak_sebanding harga,harga,negative,0,0,0,0,0,-1
overprice harga tidak_sesuai,harga,negative,0,0,0,0,0,-1
harga hanya sarapan satu orang,harga,negative,0,0,0,0,0,-1
bawa anak resto harus ikutan bayar,harga,negative,0,0,0,0,0,-1
harga kamar overprice,harga,negative,0,0,0,0,0,-1
nginap empat juta seperti ratusan ribu,harga,negative,0,0,0,0,0,-1
membayar harga akses,harga,negative,0,0,0,0,0,-1
mahal dibandingkan fasilitas minim didapatkan,harga,negative,0,0,0,0,0,-1
tempat tidak_overprice,harga,negative,0,0,0,0,0,-1
tempat overprice,harga,negative,0,0,0,0,0,-1
mahal tapi tidak_dapat apa_apa,harga,negative,0,0,0,0,0,-1
makanan prasmanan mahal,harga,negative,0,0,0,0,0,-1
ada deposit seratus ribu jaminan apabila ada kerusakan,harga,negative,0,0,0,0,0,-1
mahal kamar kecil,harga,negative,0,0,0,0,0,-1
harga mahal tidak_cocok backpacker,harga,negative,0,0,0,0,0,-1
harga tidak_cocok backpacker,harga,negative,0,0,0,0,0,-1
minta sikat_gigi bayar lima_puluh ribu,harga,negative,0,0,0,0,0,-1
overprice fasilitas minimalis,harga,negative,0,0,0,0,0,-1
kena harga charge ganti lima_puluh ribu,harga,negative,0,0,0,0,0,-1
sarapan anak bayar,harga,negative,0,0,0,0,0,-1
parkir bayar awal katanya gratis ternyata bayar,harga,negative,0,0,0,0,0,-1
upgrade tambah seratus ribu,harga,negative,0,0,0,0,0,-1
checkout ditagih harga sarapan padahal tidak_sarapan,harga,negative,0,0,0,0,0,-1
harga parkir setengah harga kamar,harga,negative,0,0,0,0,0,-1
membuat harga terasa mahal,harga,negative,0,0,0,0,0,-1
harga kalau bisa lebih_ekonomis,harga,negative,0,0,0,0,0,-1
tidak_sebanding dibayar,harga,negative,0,0,0,0,0,-1
pesan kamar harga lima_ratus ribu kenyataan jauh ekspektasi,harga,negative,0,0,0,0,0,-1
harga cukup mahal sekelas resort hotel,harga,negative,0,0,0,0,0,-1
tea_maker harus sewa,harga,negative,0,0,0,0,0,-1
hotel lain harga fasilitas lebih_baik,harga,negative,0,0,0,0,0,-1
pulang ditagih parkir lima ribu,harga,negative,0,0,0,0,0,-1
harga segitu masa handuk diberi satu,harga,negative,0,0,0,0,0,-1
mahal dibanding kelasnya,harga,negative,0,0,0,0,0,-1
harga tidak_sesuai ditawarkan,harga,negative,0,0,0,0,0,-1
banyak hotel bintang_lima harga lebih_murah,harga,negative,0,0,0,0,0,-1
banyak hotel bintang_lima harga lebih_baik,harga,negative,0,0,0,0,0,-1
banyak hotel bintang_empat harga lebih_murah,harga,negative,0,0,0,0,0,-1
banyak hotel bintang_empat harga lebih_baik,harga,negative,0,0,0,0,0,-1
harga bintang_empat bayar full tidak_ada promo tidak_pas standar hotel,harga,negative,0,0,0,0,0,-1
pesan makanan harga cukup mahal,harga,negative,0,0,0,0,0,-1
harga promo bukan_harga final masih ada tambahan_biaya,harga,negative,0,0,0,0,0,-1
cara pembayaran sulit,harga,negative,0,0,0,0,0,-1
cara pembayaran sulit ribet,harga,negative,0,0,0,0,0,-1
harga segitu tidak_pas,harga,negative,0,0,0,0,0,-1
tidak_cocok backpacker,harga,negative,0,0,0,0,0,-1
kamar karpet sekecil itu harga kemahalan,harga,negative,0,0,0,0,0,-1
semua fasilitas ada tambahan_biaya,harga,negative,0,0,0,0,0,-1
tidak_cocok low_budget,harga,negative,0,0,0,0,0,-1
harga sewa unit kamar mahal,harga,negative,0,0,0,0,0,-1
fasilitas tidak_sebanding harga mahal,harga,negative,0,0,0,0,0,-1
mahal kelas hostel,harga,negative,0,0,0,0,0,-1
segalanya harus bayar,harga,negative,0,0,0,0,0,-1
harga mahal tidak_sebanding fasilitas,harga,negative,0,0,0,0,0,-1
tarif tidak_ekonomis,harga,negative,0,0,0,0,0,-1
rugi bayar,harga,negative,0,0,0,0,0,-1
tarif kamar tidak_ekonomis,harga,negative,0,0,0,0,0,-1
upgrade_kamar mahal,harga,negative,0,0,0,0,0,-1
tidak_rekomen backpacker,harga,negative,0,0,0,0,0,-1
tidak_ada handuk gratis,harga,negative,0,0,0,0,0,-1
handuk sewa,harga,negative,0,0,0,0,0,-1
handuk tidak_ada harus sewa,harga,negative,0,0,0,0,0,-1
harga lima_ratus ribu tidak_pas,harga,negative,0,0,0,0,0,-1
harga tergolong mahal,harga,negative,0,0,0,0,0,-1
hotel tidak_sesuai tarif dibayar,harga,negative,0,0,0,0,0,-1
kamar_mandi_dalam ada tambahan_biaya,harga,negative,0,0,0,0,0,-1
handuk ada tambahan_biaya,harga,negative,0,0,0,0,0,-1
harga tidak_sesuai promo,harga,negative,0,0,0,0,0,-1
alat_mandi harus sewa,harga,negative,0,0,0,0,0,-1
sewa bayar delapan ribu handuk,harga,negative,0,0,0,0,0,-1
bayar mahal tambahan_biaya,harga,negative,0,0,0,0,0,-1
harga sembilan_ratus ribu malam tahun baru masih banyak harga lebih_sesuai,harga,negative,0,0,0,0,0,-1
harga kuras dompet,harga,negative,0,0,0,0,0,-1
tidak_sesuai harga dikeluarkan,harga,negative,0,0,0,0,0,-1
bayar handuk perlengkapan_mandi,harga,negative,0,0,0,0,0,-1
tidak_sesuai dompet,harga,negative,0,0,0,0,0,-1
harga offline lebih_mahal,harga,negative,0,0,0,0,0,-1
harga mahal tidak_bersahabat,harga,negative,0,0,0,0,0,-1
tidak_rekomen pelancong,harga,negative,0,0,0,0,0,-1
isi kulkas dihitung bayar,harga,negative,0,0,0,0,0,-1
harga super mahal,harga,negative,0,0,0,0,0,-1
makan ada tambahan_biaya anak_kecil tiga_puluh ribu anak,harga,negative,0,0,0,0,0,-1
harga cukup mahal sekelas bintang_tiga,harga,negative,0,0,0,0,0,-1
upgarde kamar ada tambahan_biaya,harga,negative,0,0,0,0,0,-1
harga bawah empat_ratus ribu tidak_sesuai,harga,negative,0,0,0,0,0,-1
secara harga hotel serupa lebih_mahal dibanding hotel terbaik kelasnya,harga,negative,0,0,0,0,0,-1
harga dibayar tidak_sesuai fasilitas,harga,negative,0,0,0,0,0,-1
villa harga tidak_ekonomis,harga,negative,0,0,0,0,0,-1
kamar mahal,harga,negative,0,0,0,0,0,-1
harga semahal itu,harga,negative,0,0,0,0,0,-1
harga tiga_ratus ribu bisa dapat hotel lebih_baik,harga,negative,0,0,0,0,0,-1
harga ditawarkan mahal,harga,negative,0,0,0,0,0,-1
harga hotel tidak_pas dompet,harga,negative,0,0,0,0,0,-1
harga segini tidak_sesuai,harga,negative,0,0,0,0,0,-1
minta jeruk nipis disuruh bayar seharga lemon jus harga tiga_lima ribu,harga,negative,0,0,0,0,0,-1
sarapan mahal,harga,negative,0,0,0,0,0,-1
harga tidak_murah,harga,negative,0,0,0,0,0,-1
harga gila_gilaan,harga,negative,0,0,0,0,0,-1
makanan mahal,harga,negative,0,0,0,0,0,-1
sayang sarapan harus bayar,harga,negative,0,0,0,0,0,-1
denda satu juta merokok,harga,negative,0,0,0,0,0,-1
lebih_baik hotel lain budget sama,harga,negative,0,0,0,0,0,-1
hotel lain sekitar dapat harga lebih_murah,harga,negative,0,0,0,0,0,-1
tidak_cocok traveler minim budget,harga,negative,0,0,0,0,0,-1
harga tambah kasur dua_ratus ribu mahal dibanding lain,harga,negative,0,0,0,0,0,-1
dibandingkan bintang_empat termasuk lebih_mahal,harga,negative,0,0,0,0,0,-1
parah tidak_sesuai harga,harga,negative,0,0,0,0,0,-1
penghuni menggunakan pelayanan dikenakan tambahan_biaya,harga,negative,0,0,0,0,0,-1
tamu terpaksa pelayanan dua_lima ribu,harga,negative,0,0,0,0,0,-1
kamar deluxe tidak_sesuai harga,harga,negative,0,0,0,0,0,-1
tidak_ada gratis snack_bar,harga,negative,0,0,0,0,0,-1
harga kamar mahal,harga,negative,0,0,0,0,0,-1
kaget harus menambah harga sarapan,harga,negative,0,0,0,0,0,-1
denda gelas seratus ribu,harga,negative,0,0,0,0,0,-1
hotel sedikit mahal,harga,negative,0,0,0,0,0,-1
upgrade bayar seratus_lima_puluh ribu tidak_sesuai,harga,negative,0,0,0,0,0,-1
harga perlu ada promo,harga,negative,0,0,0,0,0,-1
harga per malam mahal,harga,negative,0,0,0,0,0,-1
sarapan anak harus bayar,harga,negative,0,0,0,0,0,-1
hotel harga tidak_bersahabat,harga,negative,0,0,0,0,0,-1
harga jual kamar hotel tinggi,harga,negative,0,0,0,0,0,-1
harga segitu lumayan,harga,negative,0,0,0,0,0,-1
denda seratus ribu sprei kena kopi,harga,negative,0,0,0,0,0,-1
mantap sesuai harga,harga,negative,0,0,0,0,0,-1
harga tawarkan mahal,harga,negative,0,0,0,0,0,-1
harga murah minim budget,harga,negative,0,0,0,0,0,-1
harga luar_biasa mahal,harga,negative,0,0,0,0,0,-1
harga segitu lebih_baik cari lain,harga,negative,0,0,0,0,0,-1
harga empat_ratus ribu tidak_layak,harga,negative,0,0,0,0,0,-1
air_mineral botol bayar,harga,negative,0,0,0,0,0,-1
harga mahal tidak_dapat diskon,harga,negative,0,0,0,0,0,-1
harga jauh di atas kualitas didapat,harga,negative,0,0,0,0,0,-1
harga parkir dibebankan customer,harga,negative,0,0,0,0,0,-1
kompor harus sewa dua_ratus tibu,harga,negative,0,0,0,0,0,-1
pinjam setrika bayar,harga,negative,0,0,0,0,0,-1
harga kalau bisa lebih_ramah_dompet,harga,negative,0,0,0,0,0,-1
harga satu juta tidak_cocok dibanding hotel lain harga sama,harga,negative,0,0,0,0,0,-1
fasilitas tidak_termasuk harga kamar,harga,negative,0,0,0,0,0,-1
pelayanan banyak bayar,harga,negative,0,0,0,0,0,-1
pinjam mangkuk bayar setrika bayar,harga,negative,0,0,0,0,0,-1
bayar luar harga kamar,harga,negative,0,0,0,0,0,-1
deposito cukup mahal lima_ratus ribu,harga,negative,0,0,0,0,0,-1
sarapan anak overprice,harga,negative,0,0,0,0,0,-1
deposit dua juta,harga,negative,0,0,0,0,0,-1
harus bayar lagi penambahannya,harga,negative,0,0,0,0,0,-1
air_mineral harus beli,harga,negative,0,0,0,0,0,-1
malah harus bayar,harga,negative,0,0,0,0,0,-1
tidak_sesuai sarapan harga lima_belas ribu porsi,harga,negative,0,0,0,0,0,-1
upgrade small cavin ac harus bayar lebih,harga,negative,0,0,0,0,0,-1
harga kamar private ac overprice,harga,negative,0,0,0,0,0,-1
uang hangus tidak_ada refund,harga,negative,0,0,0,0,0,-1
tarif agak lebih_mahal,harga,negative,0,0,0,0,0,-1
hanya harga mahal,harga,negative,0,0,0,0,0,-1
sarapan anak ada tambahan_biaya,harga,negative,0,0,0,0,0,-1
